State         Time      Voltage     Position            mAhg        LixFe3O4      Elect_Conc      Solid_Conc        Reaction
    D     35.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.64762E-04     3.28978E+00     7.53559-315
    D     35.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.79426E-04     3.28978E+00     7.53559-315
    D     35.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.88676E-04     3.28978E+00     7.53559-315
    D     35.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.94465E-04     3.28978E+00     7.53559-315
    D     35.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.98355E-04     3.28978E+00     7.53559-315
    D     35.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28978E+00     7.53559-315
    D     36.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.69261E-04     3.28969E+00     7.53559-315
    D     36.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     7.18761E-04     3.28969E+00     7.53559-315
    D     36.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.98899E-04     3.28969E+00     7.53559-315
    D     36.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.61250E-04     3.28969E+00     7.53559-315
    D     36.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.07786E-04     3.28969E+00     7.53559-315
    D     36.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.41054E-04     3.28969E+00     7.53559-315
    D     36.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.63826E-04     3.28969E+00     7.53559-315
    D     36.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.78774E-04     3.28969E+00     7.53559-315
    D     36.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.88258E-04     3.28969E+00     7.53559-315
    D     36.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.94235E-04     3.28969E+00     7.53559-315
    D     36.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.98282E-04     3.28969E+00     7.53559-315
    D     36.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28969E+00     7.53559-315
    D     36.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.67005E-04     3.28960E+00     7.53559-315
    D     36.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     7.16505E-04     3.28960E+00     7.53559-315
    D     36.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.96771E-04     3.28960E+00     7.53559-315
    D     36.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.59357E-04     3.28960E+00     7.53559-315
    D     36.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.06195E-04     3.28960E+00     7.53559-315
    D     36.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.39794E-04     3.28960E+00     7.53559-315
    D     36.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.62884E-04     3.28960E+00     7.53559-315
    D     36.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.78115E-04     3.28960E+00     7.53559-315
    D     36.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.87835E-04     3.28960E+00     7.53559-315
    D     36.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.94002E-04     3.28960E+00     7.53559-315
    D     36.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.98208E-04     3.28960E+00     7.53559-315
    D     36.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28960E+00     7.53559-315
    D     37.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.64764E-04     3.28951E+00     7.53559-315
    D     37.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     7.14264E-04     3.28951E+00     7.53559-315
    D     37.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.94655E-04     3.28951E+00     7.53559-315
    D     37.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.57471E-04     3.28951E+00     7.53559-315
    D     37.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.04608E-04     3.28951E+00     7.53559-315
    D     37.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.38532E-04     3.28951E+00     7.53559-315
    D     37.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.61939E-04     3.28951E+00     7.53559-315
    D     37.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.77451E-04     3.28951E+00     7.53559-315
    D     37.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.87406E-04     3.28951E+00     7.53559-315
    D     37.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.93764E-04     3.28951E+00     7.53559-315
    D     37.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.98133E-04     3.28951E+00     7.53559-315
    D     37.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28951E+00     7.53559-315
    D     37.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.62539E-04     3.28943E+00     7.53559-315
    D     37.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     7.12039E-04     3.28943E+00     7.53559-315
    D     37.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.92552E-04     3.28943E+00     7.53559-315
    D     37.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.55594E-04     3.28943E+00     7.53559-315
    D     37.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.03024E-04     3.28943E+00     7.53559-315
    D     37.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.37270E-04     3.28943E+00     7.53559-315
    D     37.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.60990E-04     3.28943E+00     7.53559-315
    D     37.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.76782E-04     3.28943E+00     7.53559-315
    D     37.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.86972E-04     3.28943E+00     7.53559-315
    D     37.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.93524E-04     3.28943E+00     7.53559-315
    D     37.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.98056E-04     3.28943E+00     7.53559-315
    D     37.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28943E+00     7.53559-315
    D     38.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.60328E-04     3.28934E+00     7.53559-315
    D     38.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     7.09828E-04     3.28934E+00     7.53559-315
    D     38.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.90462E-04     3.28934E+00     7.53559-315
    D     38.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.53724E-04     3.28934E+00     7.53559-315
    D     38.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.01444E-04     3.28934E+00     7.53559-315
    D     38.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.36006E-04     3.28934E+00     7.53559-315
    D     38.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.60036E-04     3.28934E+00     7.53559-315
    D     38.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.76107E-04     3.28934E+00     7.53559-315
    D     38.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.86533E-04     3.28934E+00     7.53559-315
    D     38.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.93280E-04     3.28934E+00     7.53559-315
    D     38.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.97978E-04     3.28934E+00     7.53559-315
    D     38.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28934E+00     7.53559-315
    D     38.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.58131E-04     3.28926E+00     7.53559-315
    D     38.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     7.07631E-04     3.28926E+00     7.53559-315
    D     38.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.88383E-04     3.28926E+00     7.53559-315
    D     38.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.51863E-04     3.28926E+00     7.53559-315
    D     38.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.99867E-04     3.28926E+00     7.53559-315
    D     38.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.34742E-04     3.28926E+00     7.53559-315
    D     38.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.59079E-04     3.28926E+00     7.53559-315
    D     38.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.75427E-04     3.28926E+00     7.53559-315
    D     38.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.86089E-04     3.28926E+00     7.53559-315
    D     38.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.93032E-04     3.28926E+00     7.53559-315
    D     38.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.97899E-04     3.28926E+00     7.53559-315
    D     38.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28926E+00     7.53559-315
    D     39.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.55948E-04     3.28917E+00     7.53559-315
    D     39.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     7.05448E-04     3.28917E+00     7.53559-315
    D     39.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.86316E-04     3.28917E+00     7.53559-315
    D     39.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.50010E-04     3.28917E+00     7.53559-315
    D     39.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.98293E-04     3.28917E+00     7.53559-315
    D     39.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.33477E-04     3.28917E+00     7.53559-315
    D     39.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.58119E-04     3.28917E+00     7.53559-315
    D     39.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.74742E-04     3.28917E+00     7.53559-315
    D     39.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.85640E-04     3.28917E+00     7.53559-315
    D     39.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.92781E-04     3.28917E+00     7.53559-315
    D     39.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.97819E-04     3.28917E+00     7.53559-315
    D     39.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28917E+00     7.53559-315
    D     39.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.53779E-04     3.28909E+00     7.53559-315
    D     39.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     7.03279E-04     3.28909E+00     7.53559-315
    D     39.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.84261E-04     3.28909E+00     7.53559-315
    D     39.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.48165E-04     3.28909E+00     7.53559-315
    D     39.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.96723E-04     3.28909E+00     7.53559-315
    D     39.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.32212E-04     3.28909E+00     7.53559-315
    D     39.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.57155E-04     3.28909E+00     7.53559-315
    D     39.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.74053E-04     3.28909E+00     7.53559-315
    D     39.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.85187E-04     3.28909E+00     7.53559-315
    D     39.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.92527E-04     3.28909E+00     7.53559-315
    D     39.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.97737E-04     3.28909E+00     7.53559-315
    D     39.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28909E+00     7.53559-315
    D     40.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.51624E-04     3.28900E+00     7.53559-315
    D     40.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     7.01124E-04     3.28900E+00     7.53559-315
    D     40.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.82217E-04     3.28900E+00     7.53559-315
    D     40.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.46327E-04     3.28900E+00     7.53559-315
    D     40.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.95156E-04     3.28900E+00     7.53559-315
    D     40.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.30946E-04     3.28900E+00     7.53559-315
    D     40.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.56188E-04     3.28900E+00     7.53559-315
    D     40.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.73359E-04     3.28900E+00     7.53559-315
    D     40.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.84730E-04     3.28900E+00     7.53559-315
    D     40.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.92270E-04     3.28900E+00     7.53559-315
    D     40.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.97655E-04     3.28900E+00     7.53559-315
    D     40.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28900E+00     7.53559-315
    D     40.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.49481E-04     3.28892E+00     7.53559-315
    D     40.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     6.98981E-04     3.28892E+00     7.53559-315
    D     40.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.80185E-04     3.28892E+00     7.53559-315
    D     40.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.44497E-04     3.28892E+00     7.53559-315
    D     40.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.93593E-04     3.28892E+00     7.53559-315
    D     40.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.29680E-04     3.28892E+00     7.53559-315
    D     40.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.55218E-04     3.28892E+00     7.53559-315
    D     40.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.72661E-04     3.28892E+00     7.53559-315
    D     40.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.84268E-04     3.28892E+00     7.53559-315
    D     40.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.92010E-04     3.28892E+00     7.53559-315
    D     40.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.97571E-04     3.28892E+00     7.53559-315
    D     40.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28892E+00     7.53559-315
    D     41.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.47352E-04     3.28883E+00     7.53559-315
    D     41.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     6.96852E-04     3.28883E+00     7.53559-315
    D     41.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.78163E-04     3.28883E+00     7.53559-315
    D     41.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.42675E-04     3.28883E+00     7.53559-315
    D     41.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.92034E-04     3.28883E+00     7.53559-315
    D     41.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.28414E-04     3.28883E+00     7.53559-315
    D     41.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.54245E-04     3.28883E+00     7.53559-315
    D     41.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.71959E-04     3.28883E+00     7.53559-315
    D     41.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.83802E-04     3.28883E+00     7.53559-315
    D     41.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.91747E-04     3.28883E+00     7.53559-315
    D     41.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.97486E-04     3.28883E+00     7.53559-315
    D     41.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28883E+00     7.53559-315
    D     41.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.45236E-04     3.28875E+00     7.53559-315
    D     41.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     6.94736E-04     3.28875E+00     7.53559-315
    D     41.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.76153E-04     3.28875E+00     7.53559-315
    D     41.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.40861E-04     3.28875E+00     7.53559-315
    D     41.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.90479E-04     3.28875E+00     7.53559-315
    D     41.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.27149E-04     3.28875E+00     7.53559-315
    D     41.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.53270E-04     3.28875E+00     7.53559-315
    D     41.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.71252E-04     3.28875E+00     7.53559-315
    D     41.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.83332E-04     3.28875E+00     7.53559-315
    D     41.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.91481E-04     3.28875E+00     7.53559-315
    D     41.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.97400E-04     3.28875E+00     7.53559-315
    D     41.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28875E+00     7.53559-315
    D     42.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.43132E-04     3.28867E+00     7.53559-315
    D     42.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     6.92632E-04     3.28867E+00     7.53559-315
    D     42.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.74153E-04     3.28867E+00     7.53559-315
    D     42.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.39054E-04     3.28867E+00     7.53559-315
    D     42.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.88927E-04     3.28867E+00     7.53559-315
    D     42.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.25883E-04     3.28867E+00     7.53559-315
    D     42.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.52292E-04     3.28867E+00     7.53559-315
    D     42.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.70542E-04     3.28867E+00     7.53559-315
    D     42.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.82859E-04     3.28867E+00     7.53559-315
    D     42.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.91212E-04     3.28867E+00     7.53559-315
    D     42.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.97313E-04     3.28867E+00     7.53559-315
    D     42.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28867E+00     7.53559-315
    D     42.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.41041E-04     3.28858E+00     7.53559-315
    D     42.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     6.90541E-04     3.28858E+00     7.53559-315
    D     42.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.72164E-04     3.28858E+00     7.53559-315
    D     42.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.37254E-04     3.28858E+00     7.53559-315
    D     42.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.87378E-04     3.28858E+00     7.53559-315
    D     42.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.24617E-04     3.28858E+00     7.53559-315
    D     42.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.51312E-04     3.28858E+00     7.53559-315
    D     42.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.69828E-04     3.28858E+00     7.53559-315
    D     42.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.82381E-04     3.28858E+00     7.53559-315
    D     42.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.90940E-04     3.28858E+00     7.53559-315
    D     42.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.97225E-04     3.28858E+00     7.53559-315
    D     42.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28858E+00     7.53559-315
    D     43.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.38962E-04     3.28850E+00     7.53559-315
    D     43.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     6.88462E-04     3.28850E+00     7.53559-315
    D     43.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.70185E-04     3.28850E+00     7.53559-315
    D     43.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.35462E-04     3.28850E+00     7.53559-315
    D     43.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.85834E-04     3.28850E+00     7.53559-315
    D     43.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.23352E-04     3.28850E+00     7.53559-315
    D     43.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.50329E-04     3.28850E+00     7.53559-315
    D     43.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.69111E-04     3.28850E+00     7.53559-315
    D     43.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.81900E-04     3.28850E+00     7.53559-315
    D     43.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.90666E-04     3.28850E+00     7.53559-315
    D     43.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.97137E-04     3.28850E+00     7.53559-315
    D     43.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28850E+00     7.53559-315
    D     43.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.36895E-04     3.28842E+00     7.53559-315
    D     43.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     6.86394E-04     3.28842E+00     7.53559-315
    D     43.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.68217E-04     3.28842E+00     7.53559-315
    D     43.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.33677E-04     3.28842E+00     7.53559-315
    D     43.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.84293E-04     3.28842E+00     7.53559-315
    D     43.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.22088E-04     3.28842E+00     7.53559-315
    D     43.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.49345E-04     3.28842E+00     7.53559-315
    D     43.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.68390E-04     3.28842E+00     7.53559-315
    D     43.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.81416E-04     3.28842E+00     7.53559-315
    D     43.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.90389E-04     3.28842E+00     7.53559-315
    D     43.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.97047E-04     3.28842E+00     7.53559-315
    D     43.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28842E+00     7.53559-315
    D     44.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.34839E-04     3.28833E+00     7.53559-315
    D     44.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     6.84339E-04     3.28833E+00     7.53559-315
    D     44.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.66258E-04     3.28833E+00     7.53559-315
    D     44.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.31899E-04     3.28833E+00     7.53559-315
    D     44.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.82757E-04     3.28833E+00     7.53559-315
    D     44.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.20823E-04     3.28833E+00     7.53559-315
    D     44.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.48359E-04     3.28833E+00     7.53559-315
    D     44.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.67666E-04     3.28833E+00     7.53559-315
    D     44.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.80928E-04     3.28833E+00     7.53559-315
    D     44.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.90110E-04     3.28833E+00     7.53559-315
    D     44.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.96956E-04     3.28833E+00     7.53559-315
    D     44.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28833E+00     7.53559-315
    D     44.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.32795E-04     3.28825E+00     7.53559-315
    D     44.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     6.82295E-04     3.28825E+00     7.53559-315
    D     44.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.64310E-04     3.28825E+00     7.53559-315
    D     44.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.30129E-04     3.28825E+00     7.53559-315
    D     44.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.81224E-04     3.28825E+00     7.53559-315
    D     44.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.19560E-04     3.28825E+00     7.53559-315
    D     44.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.47370E-04     3.28825E+00     7.53559-315
    D     44.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.66939E-04     3.28825E+00     7.53559-315
    D     44.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.80437E-04     3.28825E+00     7.53559-315
    D     44.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.89829E-04     3.28825E+00     7.53559-315
    D     44.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.96865E-04     3.28825E+00     7.53559-315
    D     44.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28825E+00     7.53559-315
    D     45.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.30762E-04     3.28817E+00     7.53559-315
    D     45.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     6.80262E-04     3.28817E+00     7.53559-315
    D     45.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.62371E-04     3.28817E+00     7.53559-315
    D     45.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.28365E-04     3.28817E+00     7.53559-315
    D     45.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.79695E-04     3.28817E+00     7.53559-315
    D     45.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.18297E-04     3.28817E+00     7.53559-315
    D     45.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.46381E-04     3.28817E+00     7.53559-315
    D     45.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.66209E-04     3.28817E+00     7.53559-315
    D     45.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.79942E-04     3.28817E+00     7.53559-315
    D     45.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.89545E-04     3.28817E+00     7.53559-315
    D     45.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.96773E-04     3.28817E+00     7.53559-315
    D     45.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.28817E+00     7.53559-315
    D     45.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     6.28741E-04     3.28808E+00     7.53559-315
    D     45.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     6.78241E-04     3.28808E+00     7.53559-315
    D     45.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     7.60442E-04     3.28808E+00     7.53559-315
    D     45.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     8.26609E-04     3.28808E+00     7.53559-315
    D     45.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     8.78169E-04     3.28808E+00     7.53559-315
    D     45.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.17035E-04     3.28808E+00     7.53559-315
    D     45.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.45389E-04     3.28808E+00     7.53559-315
    D     45.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.65476E-04     3.28808E+00     7.53559-315
    D     45.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.79445E-04     3.28808E+00     7.53559-315
    D     45.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.89259E-04     3.28808E+00     7.53559-315
