State         Time      Voltage     Position            mAhg        LixFe3O4      Elect_Conc      Solid_Conc        Reaction
    D      0.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.30000E+00     7.53559-315
    D      0.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     1.00000E-03     3.30000E+00     7.53559-315
    D      0.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     1.00000E-03     3.30000E+00     7.53559-315
    D      0.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     1.00000E-03     3.30000E+00     7.53559-315
    D      0.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     1.00000E-03     3.30000E+00     7.53559-315
    D      0.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     1.00000E-03     3.30000E+00     7.53559-315
    D      0.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     1.00000E-03     3.30000E+00     7.53559-315
    D      0.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     1.00000E-03     3.30000E+00     7.53559-315
    D      0.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     1.00000E-03     3.30000E+00     7.53559-315
    D      0.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     1.00000E-03     3.30000E+00     7.53559-315
    D      0.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.30000E+00     7.53559-315
    D      0.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.30000E+00     7.53559-315
    D      0.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     9.39291E-04     3.29839E+00     7.53559-315
    D      0.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.88791E-04     3.29839E+00     7.53559-315
    D      0.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.99368E-04     3.29839E+00     7.53559-315
    D      0.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.99976E-04     3.29839E+00     7.53559-315
    D      0.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.99999E-04     3.29839E+00     7.53559-315
    D      0.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     1.00000E-03     3.29839E+00     7.53559-315
    D      0.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     1.00000E-03     3.29839E+00     7.53559-315
    D      0.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     1.00000E-03     3.29839E+00     7.53559-315
    D      0.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     1.00000E-03     3.29839E+00     7.53559-315
    D      0.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     1.00000E-03     3.29839E+00     7.53559-315
    D      0.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29839E+00     7.53559-315
    D      0.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29839E+00     7.53559-315
    D      1.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     9.29204E-04     3.29811E+00     7.53559-315
    D      1.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.78704E-04     3.29811E+00     7.53559-315
    D      1.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.97730E-04     3.29811E+00     7.53559-315
    D      1.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.99830E-04     3.29811E+00     7.53559-315
    D      1.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.99990E-04     3.29811E+00     7.53559-315
    D      1.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     1.00000E-03     3.29811E+00     7.53559-315
    D      1.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     1.00000E-03     3.29811E+00     7.53559-315
    D      1.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     1.00000E-03     3.29811E+00     7.53559-315
    D      1.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     1.00000E-03     3.29811E+00     7.53559-315
    D      1.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     1.00000E-03     3.29811E+00     7.53559-315
    D      1.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29811E+00     7.53559-315
    D      1.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29811E+00     7.53559-315
    D      1.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     9.20031E-04     3.29786E+00     7.53559-315
    D      1.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.69531E-04     3.29786E+00     7.53559-315
    D      1.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.95392E-04     3.29786E+00     7.53559-315
    D      1.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.99497E-04     3.29786E+00     7.53559-315
    D      1.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.99957E-04     3.29786E+00     7.53559-315
    D      1.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.99997E-04     3.29786E+00     7.53559-315
    D      1.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     1.00000E-03     3.29786E+00     7.53559-315
    D      1.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     1.00000E-03     3.29786E+00     7.53559-315
    D      1.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     1.00000E-03     3.29786E+00     7.53559-315
    D      1.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     1.00000E-03     3.29786E+00     7.53559-315
    D      1.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29786E+00     7.53559-315
    D      1.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29786E+00     7.53559-315
    D      2.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     9.11601E-04     3.29762E+00     7.53559-315
    D      2.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.61101E-04     3.29762E+00     7.53559-315
    D      2.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.92569E-04     3.29762E+00     7.53559-315
    D      2.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.98951E-04     3.29762E+00     7.53559-315
    D      2.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.99884E-04     3.29762E+00     7.53559-315
    D      2.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.99989E-04     3.29762E+00     7.53559-315
    D      2.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99999E-04     3.29762E+00     7.53559-315
    D      2.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     1.00000E-03     3.29762E+00     7.53559-315
    D      2.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     1.00000E-03     3.29762E+00     7.53559-315
    D      2.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     1.00000E-03     3.29762E+00     7.53559-315
    D      2.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29762E+00     7.53559-315
    D      2.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29762E+00     7.53559-315
    D      2.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     9.03784E-04     3.29740E+00     7.53559-315
    D      2.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.53284E-04     3.29740E+00     7.53559-315
    D      2.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.89414E-04     3.29740E+00     7.53559-315
    D      2.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.98191E-04     3.29740E+00     7.53559-315
    D      2.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.99755E-04     3.29740E+00     7.53559-315
    D      2.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.99973E-04     3.29740E+00     7.53559-315
    D      2.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99997E-04     3.29740E+00     7.53559-315
    D      2.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     1.00000E-03     3.29740E+00     7.53559-315
    D      2.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     1.00000E-03     3.29740E+00     7.53559-315
    D      2.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     1.00000E-03     3.29740E+00     7.53559-315
    D      2.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29740E+00     7.53559-315
    D      2.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29740E+00     7.53559-315
    D      3.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.96482E-04     3.29719E+00     7.53559-315
    D      3.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.45982E-04     3.29719E+00     7.53559-315
    D      3.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.86035E-04     3.29719E+00     7.53559-315
    D      3.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.97225E-04     3.29719E+00     7.53559-315
    D      3.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.99558E-04     3.29719E+00     7.53559-315
    D      3.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.99941E-04     3.29719E+00     7.53559-315
    D      3.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99993E-04     3.29719E+00     7.53559-315
    D      3.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99999E-04     3.29719E+00     7.53559-315
    D      3.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     1.00000E-03     3.29719E+00     7.53559-315
    D      3.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     1.00000E-03     3.29719E+00     7.53559-315
    D      3.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29719E+00     7.53559-315
    D      3.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29719E+00     7.53559-315
    D      3.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.89613E-04     3.29700E+00     7.53559-315
    D      3.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.39113E-04     3.29700E+00     7.53559-315
    D      3.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.82509E-04     3.29700E+00     7.53559-315
    D      3.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.96071E-04     3.29700E+00     7.53559-315
    D      3.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.99285E-04     3.29700E+00     7.53559-315
    D      3.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.99891E-04     3.29700E+00     7.53559-315
    D      3.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99986E-04     3.29700E+00     7.53559-315
    D      3.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99998E-04     3.29700E+00     7.53559-315
    D      3.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     1.00000E-03     3.29700E+00     7.53559-315
    D      3.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     1.00000E-03     3.29700E+00     7.53559-315
    D      3.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29700E+00     7.53559-315
    D      3.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29700E+00     7.53559-315
    D      4.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.83117E-04     3.29681E+00     7.53559-315
    D      4.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.32617E-04     3.29681E+00     7.53559-315
    D      4.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.78891E-04     3.29681E+00     7.53559-315
    D      4.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.94748E-04     3.29681E+00     7.53559-315
    D      4.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.98931E-04     3.29681E+00     7.53559-315
    D      4.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.99817E-04     3.29681E+00     7.53559-315
    D      4.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99973E-04     3.29681E+00     7.53559-315
    D      4.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99997E-04     3.29681E+00     7.53559-315
    D      4.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     1.00000E-03     3.29681E+00     7.53559-315
    D      4.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     1.00000E-03     3.29681E+00     7.53559-315
    D      4.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29681E+00     7.53559-315
    D      4.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29681E+00     7.53559-315
    D      4.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.76943E-04     3.29663E+00     7.53559-315
    D      4.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.26443E-04     3.29663E+00     7.53559-315
    D      4.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.75220E-04     3.29663E+00     7.53559-315
    D      4.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.93276E-04     3.29663E+00     7.53559-315
    D      4.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.98493E-04     3.29663E+00     7.53559-315
    D      4.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.99715E-04     3.29663E+00     7.53559-315
    D      4.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99953E-04     3.29663E+00     7.53559-315
    D      4.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99993E-04     3.29663E+00     7.53559-315
    D      4.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.99999E-04     3.29663E+00     7.53559-315
    D      4.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     1.00000E-03     3.29663E+00     7.53559-315
    D      4.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29663E+00     7.53559-315
    D      4.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29663E+00     7.53559-315
    D      5.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.71051E-04     3.29645E+00     7.53559-315
    D      5.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.20551E-04     3.29645E+00     7.53559-315
    D      5.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.71526E-04     3.29645E+00     7.53559-315
    D      5.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.91673E-04     3.29645E+00     7.53559-315
    D      5.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.97972E-04     3.29645E+00     7.53559-315
    D      5.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.99580E-04     3.29645E+00     7.53559-315
    D      5.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99925E-04     3.29645E+00     7.53559-315
    D      5.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99988E-04     3.29645E+00     7.53559-315
    D      5.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.99998E-04     3.29645E+00     7.53559-315
    D      5.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     1.00000E-03     3.29645E+00     7.53559-315
    D      5.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29645E+00     7.53559-315
    D      5.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29645E+00     7.53559-315
    D      5.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.65407E-04     3.29629E+00     7.53559-315
    D      5.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.14907E-04     3.29629E+00     7.53559-315
    D      5.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.67827E-04     3.29629E+00     7.53559-315
    D      5.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.89958E-04     3.29629E+00     7.53559-315
    D      5.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.97368E-04     3.29629E+00     7.53559-315
    D      5.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.99411E-04     3.29629E+00     7.53559-315
    D      5.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99885E-04     3.29629E+00     7.53559-315
    D      5.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99980E-04     3.29629E+00     7.53559-315
    D      5.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.99997E-04     3.29629E+00     7.53559-315
    D      5.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     1.00000E-03     3.29629E+00     7.53559-315
    D      5.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29629E+00     7.53559-315
    D      5.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29629E+00     7.53559-315
    D      6.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.59983E-04     3.29613E+00     7.53559-315
    D      6.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.09483E-04     3.29613E+00     7.53559-315
    D      6.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.64140E-04     3.29613E+00     7.53559-315
    D      6.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.88146E-04     3.29613E+00     7.53559-315
    D      6.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.96685E-04     3.29613E+00     7.53559-315
    D      6.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.99203E-04     3.29613E+00     7.53559-315
    D      6.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99833E-04     3.29613E+00     7.53559-315
    D      6.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99969E-04     3.29613E+00     7.53559-315
    D      6.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.99995E-04     3.29613E+00     7.53559-315
    D      6.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.99999E-04     3.29613E+00     7.53559-315
    D      6.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29613E+00     7.53559-315
    D      6.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29613E+00     7.53559-315
    D      6.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.54757E-04     3.29597E+00     7.53559-315
    D      6.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     9.04257E-04     3.29597E+00     7.53559-315
    D      6.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.60474E-04     3.29597E+00     7.53559-315
    D      6.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.86251E-04     3.29597E+00     7.53559-315
    D      6.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.95925E-04     3.29597E+00     7.53559-315
    D      6.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.98957E-04     3.29597E+00     7.53559-315
    D      6.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99766E-04     3.29597E+00     7.53559-315
    D      6.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99954E-04     3.29597E+00     7.53559-315
    D      6.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.99992E-04     3.29597E+00     7.53559-315
    D      6.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.99999E-04     3.29597E+00     7.53559-315
    D      6.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29597E+00     7.53559-315
    D      6.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29597E+00     7.53559-315
    D      7.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.49709E-04     3.29582E+00     7.53559-315
    D      7.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     8.99209E-04     3.29582E+00     7.53559-315
    D      7.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.56836E-04     3.29582E+00     7.53559-315
    D      7.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.84285E-04     3.29582E+00     7.53559-315
    D      7.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.95092E-04     3.29582E+00     7.53559-315
    D      7.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.98670E-04     3.29582E+00     7.53559-315
    D      7.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99683E-04     3.29582E+00     7.53559-315
    D      7.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99933E-04     3.29582E+00     7.53559-315
    D      7.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.99987E-04     3.29582E+00     7.53559-315
    D      7.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.99998E-04     3.29582E+00     7.53559-315
    D      7.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29582E+00     7.53559-315
    D      7.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29582E+00     7.53559-315
    D      7.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.44822E-04     3.29567E+00     7.53559-315
    D      7.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     8.94322E-04     3.29567E+00     7.53559-315
    D      7.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.53232E-04     3.29567E+00     7.53559-315
    D      7.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.82260E-04     3.29567E+00     7.53559-315
    D      7.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.94191E-04     3.29567E+00     7.53559-315
    D      7.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.98341E-04     3.29567E+00     7.53559-315
    D      7.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99583E-04     3.29567E+00     7.53559-315
    D      7.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99906E-04     3.29567E+00     7.53559-315
    D      7.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.99981E-04     3.29567E+00     7.53559-315
    D      7.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.99997E-04     3.29567E+00     7.53559-315
    D      7.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     1.00000E-03     3.29567E+00     7.53559-315
    D      7.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29567E+00     7.53559-315
    D      8.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.40083E-04     3.29553E+00     7.53559-315
    D      8.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     8.89583E-04     3.29553E+00     7.53559-315
    D      8.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.49665E-04     3.29553E+00     7.53559-315
    D      8.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.80185E-04     3.29553E+00     7.53559-315
    D      8.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.93226E-04     3.29553E+00     7.53559-315
    D      8.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.97972E-04     3.29553E+00     7.53559-315
    D      8.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99463E-04     3.29553E+00     7.53559-315
    D      8.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99873E-04     3.29553E+00     7.53559-315
    D      8.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.99973E-04     3.29553E+00     7.53559-315
    D      8.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.99995E-04     3.29553E+00     7.53559-315
    D      8.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.99999E-04     3.29553E+00     7.53559-315
    D      8.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29553E+00     7.53559-315
    D      8.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.35478E-04     3.29538E+00     7.53559-315
    D      8.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     8.84978E-04     3.29538E+00     7.53559-315
    D      8.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.46138E-04     3.29538E+00     7.53559-315
    D      8.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.78068E-04     3.29538E+00     7.53559-315
    D      8.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.92202E-04     3.29538E+00     7.53559-315
    D      8.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.97561E-04     3.29538E+00     7.53559-315
    D      8.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99323E-04     3.29538E+00     7.53559-315
    D      8.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99832E-04     3.29538E+00     7.53559-315
    D      8.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.99962E-04     3.29538E+00     7.53559-315
    D      8.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.99992E-04     3.29538E+00     7.53559-315
    D      8.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.99999E-04     3.29538E+00     7.53559-315
    D      8.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29538E+00     7.53559-315
    D      9.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.30998E-04     3.29525E+00     7.53559-315
    D      9.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     8.80498E-04     3.29525E+00     7.53559-315
    D      9.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.42651E-04     3.29525E+00     7.53559-315
    D      9.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.75916E-04     3.29525E+00     7.53559-315
    D      9.00000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.91122E-04     3.29525E+00     7.53559-315
    D      9.00000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.97109E-04     3.29525E+00     7.53559-315
    D      9.00000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.99162E-04     3.29525E+00     7.53559-315
    D      9.00000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99782E-04     3.29525E+00     7.53559-315
    D      9.00000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.99949E-04     3.29525E+00     7.53559-315
    D      9.00000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.99989E-04     3.29525E+00     7.53559-315
    D      9.00000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.99998E-04     3.29525E+00     7.53559-315
    D      9.00000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29525E+00     7.53559-315
    D      9.50000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.26632E-04     3.29511E+00     7.53559-315
    D      9.50000      0.00000      0.05000     0.00000E+00     0.00000E+00     8.76132E-04     3.29511E+00     7.53559-315
    D      9.50000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.39205E-04     3.29511E+00     7.53559-315
    D      9.50000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.73736E-04     3.29511E+00     7.53559-315
    D      9.50000      0.00000      0.35000     0.00000E+00     0.00000E+00     9.89991E-04     3.29511E+00     7.53559-315
    D      9.50000      0.00000      0.45000     0.00000E+00     0.00000E+00     9.96617E-04     3.29511E+00     7.53559-315
    D      9.50000      0.00000      0.55000     0.00000E+00     0.00000E+00     9.98979E-04     3.29511E+00     7.53559-315
    D      9.50000      0.00000      0.65000     0.00000E+00     0.00000E+00     9.99723E-04     3.29511E+00     7.53559-315
    D      9.50000      0.00000      0.75000     0.00000E+00     0.00000E+00     9.99932E-04     3.29511E+00     7.53559-315
    D      9.50000      0.00000      0.85000     0.00000E+00     0.00000E+00     9.99985E-04     3.29511E+00     7.53559-315
    D      9.50000      0.00000      0.95000     0.00000E+00     0.00000E+00     9.99997E-04     3.29511E+00     7.53559-315
    D      9.50000      0.00000      1.00000     0.00000E+00     0.00000E+00     1.00000E-03     3.29511E+00     7.53559-315
    D     10.00000      0.00000      0.00000     0.00000E+00     0.00000E+00     8.22372E-04     3.29498E+00     7.53559-315
    D     10.00000      0.00000      0.05000     0.00000E+00     0.00000E+00     8.71872E-04     3.29498E+00     7.53559-315
    D     10.00000      0.00000      0.15000     0.00000E+00     0.00000E+00     9.35800E-04     3.29498E+00     7.53559-315
    D     10.00000      0.00000      0.25000     0.00000E+00     0.00000E+00     9.71532E-04     3.29498E+00     7.53559-315
